Song_ID,Title,Dancability,Artist,Genre_ID,Key_ID,User_ID,Lyrics,Creation_Date,Released_Status,Time_Signature
24,Hit the Road Jack,0.598,Ray Charles,7,8,none,"Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back no more
What you say?
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back no more
Old woman, old woman, don't treat me so mean
You're the meanest old woman that I've ever seen
I guess if you said so
I'll have to pack my things and go (that's right)
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back no more
What you say?
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back no more
Now baby, listen baby, don't ya treat me this way
'Cause I'll be back on my feet some day
(Don't care if you do 'cause it's understood)
(You ain't got no money, you just ain't no good)
Well, I guess if you say so
I'll have to pack my things and go (that's right)
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back no more
What you say?
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back no more
Well (don't you come back no more)
Uh, what you say? (Don't you come back no more)
I didn't understand you (don't you come back no more)
You can't mean that (don't you come back no more)
Oh, now baby, please (don't you come back no more)
What you tryin' to do to me? (Don't you come back no more)
Oh, don't treat me like that (don't you come back no more)",1961,1,4
25,I Say a Little Player,0.592,Aretha Franklin,7,11,none,"The moment I wake up
Before I put on my makeup (makeup)
I say a little prayer for you
And while combing my hair, now
And wondering what dress to wear, now (wear, now)
I say a little prayer for you
… Forever (forever), forever ('ever)
You'll stay in my heart and I will love you
Forever (forever), and ever (ever)
We never will part, oh, how I love you
Together (together), together (together)
That's how it must be
To live without you would only mean heartbreak for me
… Mmh
I run for the bus, dear
While riding I think of us, dear (us, dear)
I say a little prayer for you
And at work I just take time
And all through my coffee break time (break time)
I say a little prayer for you
… Forever (forever), forever ('ever)
You'll stay in my heart and I will love you
Forever (forever) and ever (ever)
We never will part, oh, how I love you
Together (together), together (together)
That's how it must be
To live without you would only mean heartbreak for me
Nobody but me
… Forever ('ever), and ever (ever)
You'll stay in my heart and I will love you
Forever (forever), and ever (ever)
We never will part, oh, how I love you
Together (together), together (together)
That's how it must be
To live without you would only mean heartbreak for me
… Mmh-mhm
My darling, believe me (believe me)
For me there is no one but you
Please love me true
I'm in love with you
(Answer my prayer) answer my prayer, babe
(Answer my prayer) say you love me true
(Answer my prayer) answer my prayer, baby
(Answer my prayer) yeah
… Forever (forever), and ever (ever)
you'll stay (ever) in my heart and I will love you
Forever (forever), and ever (ever)
we never will part, oh, how I love you
Together (together), together (together)
That's how it must be
To live without you would only mean heartbreak for me
Oh, nobody but me
… My darling, believe me (believe me)
For me there is no one but you
Please love me true
This is my prayer (answer my prayer, baby)
Answer my prayer now, babe (answer my prayer, baby)
This is my prayer (answer my prayer, baby)
Answer it right now, babe (answer my prayer, baby)
Say you love me true (answer my prayer, baby)
This is my prayer, baby (answer my prayer, baby)
I'm in love with you (answer my prayer)",1967,1,4
26,Billie Jean,0.932,Michael Jackson,2,11,none,"She was more like a beauty queen from a movie scene
I said don't mind, but what do you mean, I am the one
Who will dance on the floor in the round?
She said I am the one, who will dance on the floor in the round
She told me her name was Billie Jean, as she caused a scene
Then every head turned with eyes that dreamed of being the one
Who will dance on the floor in the round
People always told me be careful of what you do
And don't go around breaking young girls' hearts
And mother always told me be careful of who you love
And be careful of what you do 'cause the lie becomes the truth
Billie Jean is not my lover
She's just a girl who claims that I am the one
But the kid is not my son
She says I am the one, but the kid is not my son
For forty days and forty nights
The law was on her side
But who can stand when she's in demand
Her schemes and plans
'Cause we danced on the floor in the round
So take my strong advice, just remember to always think twice
(Do think twice, do think twice)
She told my baby we'd danced 'til three, then she looked at me
Then showed a photo my baby cried his eyes were like mine (oh, no)
'Cause we danced on the floor in the round, baby
People always told me be careful of what you do
And don't go around breaking young girls' hearts
She came and stood right by me
Just the smell of sweet perfume
This happened much too soon
She called me to her room
Billie Jean is not my lover
She's just a girl who claims that I am the one
But the kid is not my son
Billie Jean is not my lover
She's just a girl who claims that I am the one
But the kid is not my son
She says I am the one, but the kid is not my son
She says I am the one, but the kid is not my son
Billie Jean is not my lover
She's just a girl who claims that I am the one
But the kid is not my son
She says I am the one, but the kid is not my son
She says I am the one
You know what you did, (she says he is my son) breaking my heart babe
She says I am the one
Billie Jean is not my lover
Billie Jean is not my lover
Billie Jean is not my lover
Billie Jean is not my lover (don't Billie Jean)
Billie Jean is not my lover
Billie Jean is not my lover",1982-11-30,1,4
27,Fortnight (feat. Post Malone),0.504,"Taylor Swift,Post Malone",1,18,none,"I was supposed to be sent away
But they forgot to come and get me
I was a functioning alcoholic
'Til nobody noticed my new aesthetic
All of this to say I hope you're okay
But you're the reason
And no one here's to blame
But what about your quiet treason?
And for a fortnight there, we were forever
Run into you sometimes, ask about the weather
Now you're in my backyard, turned into good neighbors
Your wife waters flowers, I wanna kill her
All my mornings are Mondays stuck in an endless February
I took the miracle move-on drug, the effects were temporary
And I love you, it's ruining my life
I love you, it's ruining my life
I touched you for only a fortnight
I touched you, but I touched you
And for a fortnight there, we were forever
Run into you sometimes, ask about the weather
Now you're in my backyard, turned into good neighbors
Your wife waters flowers, I wanna kill her
And for a fortnight there, we were together
Run into you sometimes, comment on my sweater
Now you're at the mailbox, turned into good neighbors
My husband is cheating, I wanna kill him
I love you, it's ruining my life
I love you, it's ruining my life
I touched you for only a fortnight
I touched you, I touched you
I love you, it's ruining my life
I love you, it's ruining my life
I touched you for only a fortnight
I touched you, I touched you
Thought of callin' ya, but you won't pick up
'Nother fortnight lost in America
Move to Florida, buy the car you want
But it won't start up 'til you touch, touch, touch me
Thought of calling ya, but you won't pick up
'Nother fortnight lost in America
Move to Florida, buy the car you want
But it won't start up 'til I touch, touch, touch you",2024-04-18,1,4
28,Not Like Us,0.898,Kendrick Lamar,6,13,none,"Verse 1]
Ayy, Mustard on the beat, ho
Deebo any rap nigga, he a free throw
Man down, call an amberlamps, tell him, ""Breathe, bro""
Nail a nigga to the cross, he walk around like Teezo
What's up with these jabroni-ass niggas tryna see Compton?
The industry can hate me, fuck 'em all and they mama
How many opps you really got? I mean, it's too many options
I'm finna pass on this body, I'm John Stockton
Beat your ass and hide the Bible if God watchin'
Sometimes you gotta pop out and show niggas
Certified boogeyman, I'm the one that up the score with 'em
Walk him down, whole time, I know he got some ho in him
Pole on him, extort shit, bully, Death Row on him
Say, Drake, I hear you like 'em young
You better not ever go to cell block one
To any bitch that talk to him and they in love
Just make sure you hide your lil' sister from him
They tell me Chubbs the only one that get your hand-me-downs
And Party at the party playin' with his nose now
And Baka got a weird case, why is he around?
Certified Lover Boy? Certified pedophiles
Wop, wop, wop, wop, wop, Dot, fuck 'em up
Wop, wop, wop, wop, wop, I'ma do my stuff
Why you trollin' like a bitch? Ain't you tired?
Tryna strike a chord and it's probably A minor Chorus]
They not like us, they not like us, they not like us
They not like us, they not like us, they not like us

[Verse 2]
You think the Bay gon' let you disrespect Pac, nigga?
I think that Oakland show gon' be your last stop, nigga
Did Cole fouI, I don't know why you still pretendin'
What is the owl? Bird niggas and bird bitches, go
The audience not dumb
Shape the stories how you want, hey, Drake, they're not slow
Rabbit hole is still deep, I can go further, I promise
Ain't that somethin'? B-Rad stands for bitch and you Malibu most wanted
Ain't no law, boy, you ball boy, fetch Gatorade or somethin'
Since 2009, I had this bitch jumpin'
You niggas'll get a wedgie, be flipped over your boxers
What OVO for? The ""Other Vaginal Option""? Pussy
Nigga better straighten they posture, got famous all up in Compton
Might write this for the doctorate, tell the pop star, ""Quit hidin'""
Fuck a caption, want action, no accident
And I'm hands-on, he fuck around, get polished
Fucked on Wayne girl while he was in jail, that's connivin'
Then get his face tatted like a bitch apologizin'
I'm glad DeRoz' came home, y'all didn't deserve him neither
From Alondra down to Central, nigga better not speak on Serena
And your homeboy need subpoena, that predator move in flocks
That name gotta be registered and placed on neighborhood watch
I lean on you niggas like another line of Wock'
Yeah, it's all eyes on me, and I'ma send it up to Pac, ayy
Put the wrong label on me, I'ma get 'em dropped, ayy
Sweet Chin Music and I won't pass the aux, ayy
How many stocks do I really have in stock? Ayy
One, two, three, four, five, plus five, ayy
Devil is a lie, he a 69 God, ayy
Freaky-ass niggas need to stay they ass inside, ayy
Roll they ass up like a fresh pack of 'za, ayy
City is back up, it's a must, we outside, ayy",2024-05-04,1,4
29,MILLION DOLLAR BABY,0.849,Tommy Richman,9,19,none,"Do it, baby, do what I should think
Do it-do it, baby, do what I could think
Do it-do it, baby, do what I should think
Do it-do it, baby, do what I could think
Do it-do it-do it, baby, do what I should think
Do it-do it baby, do what I could think
Do it-do it-do it, baby, do what I should think
Do it-do it baby, do what I could think
I ain't never rep a set, baby (tsk, tsk)
I ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I want make it, so badly (mm, mm, mm)
A million dollar baby (mm, mm, mm)
Don't at me, yeah, hell nah (yeah, yeah)
You rep my city for so damn long (ah, ah)
But you still don't notice me, my sound next (mhm)
Va next (yeah, yeah), I'm at they neck (yeah, yeah)
I'm runnin' up a check (yeah, yeah, yeah, yeah)
I see a bad lil' mama, she a diva (mm)
No matter what happens, he cannot come between us again (mm, mm, mm)
I know we're better than friends (better than friends)
I took her to Queen's Gambit (yeah, yeah), showed around my friends (right now)
Tried to pick some energy up, it don't matter
I know you never moved on if you tried (oh, no)
I don't believe it, baby, I know you lied (oh, no)
All night long, what you mean, ""I changed""?
Haven't stayed the same
I've been losin' my mind (ooh, ooh, ooh)
I said, ""The city is mine"" (ooh, ooh, ooh)
I ain't never rep a set, baby (mm, mm-mm)
I ain't do no wrong
I could clean up good for you (mm, mm-mm)
Oh, I know right from wrong
'Cause I want make it, so badly (mm, mm, mm)
A million dollar baby (mm, mm, mm)
Don't at me
I ain't never rep a set, baby (mm, mm-mm)
I ain't do no wrong
I could clean up good for you (mm, mm-mm)
Oh, I know right from wrong
'Cause I want make it, so badly (mm, mm, mm)
A million dollar baby (mm, mm, mm)
Don't at me
Hell-hell nah
Yeah, hell-hell nah
Hell-hell nah
Do it-do it, baby, do what I could think
Do it, baby, do what I should think
Do it-do it, baby, do what I could think
Hell-hell nah
Yeah, hell-hell nah
Hell-hell nah",2024-04-26,1,4
30,Espresso,0.701,Sabrina Carpenter,1,8,none,"Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me, espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me, espresso
I can't relate to desperation
My 'give a fucks' are on vacation
And I got this one boy
And he won't stop calling
When they act this way
I know I got 'em
Too bad your ex don't do it for ya
Walked in and dream came trued it for ya
Soft skin and I perfumed it for ya
I know I Mountain Dew it for ya
That morning coffee, brewed it for ya
One touch and I brand newed it for ya
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me, espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me, espresso
Is it that sweet? I guess so
I'm working late 'cause I'm a singer
Oh, he looks so cute wrapped around my finger
My twisted humor, make him laugh so often
My honey bee, come and get this pollen
Too bad your ex don't do it for ya
Walked in and dream came trued it for ya
Soft skin and I perfumed it for ya
I know I Mountain Dew it for ya
That morning coffee, brewed it for ya
One touch and I brand newed it for ya
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me, espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me, espresso
He's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me, espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me, espresso
Is it that sweet? I guess so
That's that me, espresso",2024-04-12,1,4
31,Airplanes (feat. Hayley Williams of Paramore),0.66,"B.o.B,Hayley Williams",1,11,none,"Can we pretend that airplanes in the night sky are like shootin' stars
I could really use a wish right now, wish right now, wish right now
Can we pretend that airplanes in the night sky are like shootin' stars
I could really use a wish right now, wish right now, wish right now
Yeah, I could use a dream or a genie or a wish
To go back to a place much simpler than this
'Cause after all the partyin' and smashin' and crashin'
And all the glitz and glam and the fashion
And all the pandemonium and all the madness
There comes a time where you fade to the blackness
And when you're starin' at the phone in your lap
And you hopin' but them people never call you back
But that's just how the story unfolds
You get another hand soon after you fold
And when your plans unravel in the sand
What would you wish for, if you had one chance?
So airplane, airplane sorry I'm late
I'm on my way so don't close that gate
If I don't make that, then I'll switch my flight
And I'll be right back at it by the end of the night
Can we pretend that airplanes in the night sky are like shootin' stars
I could really use a wish right now, wish right now, wish right now
Can we pretend that airplanes in the night sky are like shootin' stars
I could really use a wish right now, wish right now, wish right now
Yeah, yeah, somebody take me back to the days
Before this was a job, before I got paid
Before it ever mattered what I had in my bank
Yeah, back when I was tryna get a tip at Subway
And back then I was rappin' for the hell of it
But nowadays we rappin' to stay relevant
I'm guessin' that if we can make some wishes out of airplanes
Then maybe, oh maybe, I'll go back to the days
Before the politics that we call the rap game
And back when ain't nobody listened to my mixtape
And back before when I tried to cover up my slang
But this is for Decatur, what's up Bobby Ray?
So can I get a wish to end the politics?
And get back to the music that started this shit
So here I stand and then again I say
I'm hoping we can make some wishes out of airplanes
Can we pretend that airplanes in the night sky are like shootin' stars
I could really use a wish right now, wish right now, wish right now
Can we pretend that airplanes in the night sky are like shootin' stars
I could really use a wish right now, wish right now, wish right now
I could really use a wish right now
I, I, I could really use a wish right now
Like, like, like shootin' stars
I, I, I could, I could really use a wish right now
A wish, a wish right now",2010-04-27,1,4
32,I Gotta Feeling,0.74,Black Eyed Peas,1,10,none,"I gotta feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

A feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

I feel

Tonight's the night night
Let's live it up
I got my money
Let's spend it up
Go out and smash it
Like ""oh my God""
Jump off that sofa
Let's get get off

I know that we'll have a ball
If we get down
And go out
And just loose it all

I feel
Stressed and I wanna let it go
Lets go way out spaced out
And loosing all control

Fill up my cup
Mazel tov
Look at her dancing
Just take it off

Let's paint the town
We'll shut it down
Let's burn the roof
And then we'll do it again

Let's do it, let's do it, let's do it, let's do it.
And do it, and do it.
Let's leave it all be...
Do it, and do it, and do it, do it, do it
Let's do it, let's do it, let's do it.

Cause I gotta feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

I feel

Tonight's the night (hey!)
Let's live it up (let's live it up!)
I got my money (i'm paid)
Let's spend it up (let's spend it up!)

Go out and smash it (smash it!)
Like ""oh my God"" (like ""oh my God""!)
Jump off that sofa (come on!)
Let's get get off (pump it!)

Fill up my cup (drink)
Mazel tov (la' chaim)
Look at her dancing (move it, move it)
Just take it off (pump it!)

Let's paint the town (paint the town!)
We'll shut it down (shut it down!)
Let's burn the roof (woo-oo-oo!)
and then we'll do it again

Let's do it, let's do it, let's do it, let's do it.
And do it, and do it.
Let's leave it all be...
Do it, and do it, and do it, do it, do it
Let's do it, let's do it, let's do it, do it, do it, do it.

Here we come
Here we go
We gotta rock (rock, rock, rock, rock, rock, rock)

Easy come
Easy go
Now we on top (top, top, top, top, top, top)

Feel the shot
Body rock
Rock it don't stop (stop, stop, stop, stop, stop, stop)

Round and round
Up and down
Around the clock (clock, clock, clock, clock, clock, clock)

Monday, Tuesday,
Wednesday and Thursday
Friday, Saturday
Saturday to Sunday

Get, get, get, get, get, get with us
You know what we say, say
Party every day
Pa-pa-pa-party every day

And I'm feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good good night",2010-01-01,1,4
33,Hips Don't Lie (feat. Wyclef Jean),0.778,"Shakira,Wyclef Jean",1,17,none,"Ladies up in here tonight
No fighting
We got the refugees up in here (no fighting)
No fighting
Shakira, Shakira
I never really knew that she could dance like this (hey)
She make a man wants to speak Spanish
¿Cómo se llama? (Sí), bonita (sí)
Mi casa, su casa (Shakira, Shakira)
Oh, baby, when you talk like that
You make a woman go mad
So be wise (sí) and keep on (sí)
Reading the signs of my body (uno, dos, tres, cuatro)
I'm on tonight
You know my hips don't lie (no fighting)
And I'm starting to feel it's right
All the attraction, the tension
Don't you see, baby, this is perfection?
Hey, girl, I can see your body moving
And it's driving me crazy
And I didn't have the slightest idea
Until I saw you dancing (yeah)
And when you walk up on the dance floor
Nobody cannot ignore the way you move your body, girl (just move)
And everything so unexpected, the way you right and left it
So you can keep on shaking it (let's go)
I never really knew that she could dance like this
She make a man wants to speak Spanish
¿Cómo se llama? (Sí), bonita (sí)
Mi casa, su casa (Shakira, Shakira)
Oh, baby, when you talk like that
You make a woman go mad
So be wise (sí) and keep on (sí)
Reading the signs of my body (no fighting)
I'm on tonight
You know my hips don't lie (no fighting)
And I am starting to feel you, boy
Come on, let's go, real slow
Don't you see, baby, así es perfecto?
They know I am on tonight, my hips don't lie
And I'm starting to feel it's right
All the attraction, the tension
Don't you see, baby, this is perfection? (Shakira, Shakira)
Oh, boy, I can see your body moving
Half animal, half man
I don't, don't really know what I'm doing
But you seem to have a plan
My will and self-restraint
Have come to fail now, fail now
See, I am doing what I can, but I can't so you know
That's a bit too hard to explain (uno, dos, tres, cuatro)
Baila en la calle de noche (yeah)
Baila en la calle de día (let's go)
Baila en la calle de noche
Baila en la calle de día
I never really knew that she could dance like this
She make a man wants to speak Spanish
¿Cómo se llama? (Sí), bonita (sí)
Mi casa, su casa (Shakira, Shakira)
Oh, baby, when you talk like that
You know you got me hypnotized
So be wise (sí) and keep on (sí)
Reading the signs of my body
Señorita, feel the conga
Let me see you move like you come from Colombia
Yeah (ladies sí) (yeah yeah)
(Hey, yeah)
¡Mira en Barranquilla se baila así, say it! (yeah)
En Barranquilla se baila así (yeah)
Hey, brra!
Yeah, she's so sexy, every man's fantasy
A refugee like me back with the Fugees from a third world country
I go back like when 'Pac carried crates for Humpty Humpty
We leave the whole club dizzy
Why the CIA wanna watch us?
Colombians and Haitians
I ain't guilty, it's a musical transaction
Bo bop so bop, no more do we snatch ropes
Refugees run the seas 'cause we own our own boats (no fighting)
I'm on tonight, my hips don't lie
And I'm starting to feel you, boy
Come on, let's go, real slow
Baby, like this is perfecto (no fighting)
Oh, you know I'm on tonight, my hips don't lie
And I am starting to feel it's right
The attraction, the tension
Baby, like this is perfection
No fighting
No fighting
",2005-11-28,1,4
34,Stereo Hearts (feat. Adam Levine),0.646,"Gym Class Heroes,Adam Levine",1,8,none,"My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every no-ote
Make me your radio
And turn me up when you feel low (turn it up a little bit)
This melody was meant for you (right there)
Just sing along to my stereo (Gym Class Hero, baby)
If I was just another dusty record on the shelf
Would you blow me off and play me like everybody else?
If I asked you to scratch my back, could you manage that?
Like it yikky yeah, check it Travie, I can handle that
Furthermore, I apologize for any skipping tracks
It's just the last girl that played me left a couple cracks
I used to, used to, used to, used to, now I'm over that
'Cause holding grudges over love is ancient artifacts
If I could only find a note to make you understand
I'd sing it softly in your ear and grab you by the hand
Just keep it stuck inside your head, like your favorite tune
And know my hearts a stereo that only plays for you
My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every no-ote
Make me your radio
And turn me up when you feel low
This melody was meant for you
Just sing along to my stereo
to my stereo
(Oh, oh-oh, oh) just sing along to my stereo
Let's go!
If I was an old-school, fifty-pound boombox (remember them?)
Would you hold me on your shoulder, wherever you walk?
Would you turn my volume up in front of the cops?
And crank it higher every time they told you to stop
And all I ask is that you don't get mad at me
When you have to purchase mad D batteries
Appreciate every mixtape your friends make
You never know, we come and go like on the interstate (never know)
I think I finally found a note to make you understand
If you can hit it, sing along and take me by the hand
Just keep me stuck inside your head, like your favorite tune
You know my heart's a stereo that only plays for you
My heart's a stereo
It beats for you, so listen close (listen)
Hear my thoughts in every no-ote
Make me your radio (come on)
And turn me up when you feel low (turn it up)
This melody was meant for you
Just sing along to my stereo (sing along like)
to my stereo
(Oh, oh-oh, oh) just sing along to my stereo
I only pray you'll never leave me behind (never leave me)
Because good music can be so hard to find (so hard to find)
I take your hand, hold it closer to mine (yeah)
Thought love was dead, but now you're changing my mind
My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every no-ote
Make me your radio
And turn me up when you feel low
This melody was meant for you
Just sing along to my stereo
",2011-11-15,1,4
35,Californication,0.592,Red Hot Chili Peppers,2,8,none,"Psychic spies from China try to steal your mind's elation
And little girls from Sweden dream of silver screen quotation
And if you want these kind of dreams it's Californication
It's the edge of the world and all of Western civilization
The sun may rise in the East, at least it settled in a final location
It's understood that Hollywood sells Californication
Pay your surgeon very well to break the spell of aging
Celebrity skin, is this your chin, or is that war you're waging?
First born unicorn
Hardcore soft porn
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication
Marry me, girl, be my fairy to the world, be my very own constellation
A teenage bride with a baby inside getting high on information
And buy me a star on the boulevard, it's Californication
Space may be the final frontier, but it's made in a Hollywood basement
And Cobain, can you hear the spheres singing songs off Station To Station?
And Alderaan's not far away, it's Californication
Born and raised by those who praise control of population
Well, everybody's been there and I don't mean on vacation
First born unicorn
Hardcore soft porn
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication
Destruction leads to a very rough road, but it also breeds creation
And earthquakes are to a girl's guitar, they're just another good vibration
And tidal waves couldn't save the world from Californication
Pay your surgeon very well to break the spell of aging
Sicker than the rest, there is no test, but this is what you're craving
First born unicorn
Hardcore soft porn
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication",1999-06-08,1,4
36,Bring Me To Life,0.312,Evanescence,5,16,none,"How can you see into my eyes like open doors?
Leading you down into my core
Where I've become so numb
Without a soul
My spirit's sleeping somewhere cold
Until you find it there and lead it back home

(Wake me up) wake me up inside (I can't wake up)
Wake me up inside (save me)
Call my name and save me from the dark (wake me up)
Bid my blood to run (I can't wake up)
Before I come undone (save me)
Save me from the nothing I've become

Now that I know what I'm without
You can't just leave me
Breathe into me and make me real
Bring (bring) me (me) to life

(Wake me up) wake me up inside (I can't wake up)
Wake me up inside (save me)
Call my name and save me from the dark (wake me up)
Bid my blood to run (I can't wake up)
Before I come undone (save me)
Save me from the nothing I've become

Bring me to life
I've been living a lie
There's nothing inside
Bring me to life

Frozen (frozen) inside without your touch
Without your love, darling
Only (only) you are the life among the dead

All of this time, I can't believe I couldn't see
Kept in the dark, but you were there in front of me
I've been sleeping a thousand years, it seems
Got to open my eyes to everything
Without a thought, without a voice, without a soul
Don't let me die here
(There must be something more) bring me to life

(Wake me up) wake me up inside (I can't wake up)
Wake me up inside (save me)
Call my name and save me from the dark (wake me up)
Bid my blood to run (I can't wake up)
Before I come undone (save me)
Save me from the nothing I've become

Bring me to life
I've been living a lie
There's nothing inside
Bring me to life",2003-01-01,1,4
37,Hot N Cold,0.706,Katy Perry,1,10,none,"You change your mind
Like a girl changes clothes
Yeah you, PMS
Like a bitch
I would know
And you over think
Always speak
Cryptically
I should know
That you're no good for me
'Cause you're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really want to stay, no
(You) But you don't really want to go
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
We used to be
Just like twins
So in sync
The same energy
Now's a dead battery
Used to laugh 'bout nothing
Now you're plain boring
I should know
That you're not gonna change
'Cause you're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really want to stay, no
(You) But you don't really want to go
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
Someone call the doctor
Got a case of a love bipolar
Stuck on a roller coaster
Can't get off this ride
You change your mind
Like a girl changes clothes
'Cause you're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really want to stay, no
(You) But you don't really want to go
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down",2008-06-17,1,4
38,Rock with You - Single Version,0.808,Michael Jackson,3,4,none,"Girl, close your eyes
Let that rhythm get into you
Don't try to fight it
There ain't nothing that you can do
Relax your mind
Lay back and groove with mine
You gotta feel that heat
And we can ride the boogie
Share that beat of love
I wanna rock with you (all night)
Dance you into day (sunlight)
I wanna rock with you (all night)
We're gonna rock the night away (rock, right)
Out on the floor
There ain't nobody there but us
Girl, when you dance
There's a magic that must be love
Just take it slow
'Cause we got so far to go
When you feel that heat
And we're gonna ride the boogie
Share that beat of love
I wanna rock with you (all night)
Dance you into day (sunlight)
I wanna rock with you (all night)
We gon' rock the night away (rock, right)
And when the groove is dead and gone (yeah)
You know that love survives
So we can rock forever, on
I wanna rock with you
I wanna groove with you
Wanna rock (all night)
With you, girl (sunlight)
Rock with you, rock with you, yeah (all night)
Dance the night away (rock, right)
I wanna rock with you, yeah (all night)
Rock you into day (sunlight)
I wanna rock with you (all night)
Rock the night away (rock, right)
Feel the heat, feel the beat (all night)
(Woo)
Rock you into day (sunlight)
I wanna rock (all night)
Rock the night away (rock, right)",1979-08-10,1,4
39,Smells Like Teen Spirit,0.502,Nirvana,5,14,none,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over bored and self-assured
Oh, no, I know a dirty word
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah
Hey
Yeah
I'm worse at what I do best
And for this gift I feel blessed
Our little group it's always been
And always will until the end
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now entertain us
I feel stupid and contagious
Here we are now entertain us
A mulatto, an albino
A mosquito, my libido, yeah
Hey
Yeah
And I forget, just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, never mind
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid, and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial",1991-09-26,1,4
